modelo,tipo_relacion,caso,resultado_base,resultado_transformado,cumple_mr,error_tecnico,tiempo_segundos
gemma,Algebraica,"Caso 26: Cuadrado de binomio — (x+3)^2=36 vs expandida, solución mayor",3.0,-3,False,False,11.11
gemma,Algebraica,Caso 27: Sistema escalado por k=2 — solución de x invariante,4.0,4,True,False,12.5
gemma,Algebraica,Caso 27: Sistema escalado por k=3 — solución de x invariante,4.0,3,False,False,12.46
gemma,Algebraica,Caso 27: Sistema escalado por k=5 — solución de x invariante,4.0,5,False,False,12.41
gemma,Algebraica,Caso 28: Fracciones con MCM — x/4=6/3 vs 3x=24,8.0,8,True,False,9.05
gemma,Algebraica,Caso 28: Fracciones con MCM — x/2=10/5 vs 5x=20,4.0,4,True,False,8.93
gemma,Algebraica,Caso 28: Fracciones con MCM — x/6=9/2 vs 2x=54,27.0,27,True,False,9.34
gemma,Algebraica,Caso 29: Inecuación escalada por k=2 — x>3 vs 2x>6,4.0,3,False,False,11.28
gemma,Algebraica,Caso 29: Inecuación escalada por k=5 — x>3 vs 5x>15,4.0,4,True,False,10.84
gemma,Algebraica,Caso 29: Inecuación escalada por k=10 — x>3 vs 10x>30,4.0,4,True,False,10.93
gemma,Algebraica,Caso 3: Factor común con excepción (a = 5),-1.5,-3,False,False,13.99
gemma,Algebraica,Caso 3: Factor común con excepción (a = 3),-0.5,NO_SOLUTION,False,False,13.94
gemma,Algebraica,"Caso 30: Sustitución de variable — x^2=25 vs t^2=25, solución positiva",5.0,5,True,False,10.62
gemma,Algebraica,"Caso 30: Sustitución de variable — x^2=64 vs t^2=64, solución positiva",8.0,8,True,False,10.13
gemma,Algebraica,"Caso 30: Sustitución de variable — x^2=121 vs t^2=121, solución positiva",11.0,11,True,False,10.7
gemma,Algebraica,Caso 4: Distributiva básica,4.0,4,True,False,8.83
gemma,Algebraica,Caso 5: Distributiva con signo negativo,1.0,1,True,False,8.64
gemma,Algebraica,Caso 6: Cuadrado de binomio,1.0,-1,False,False,11.0
gemma,Algebraica,Caso 7: Diferencia de cuadrados no nula,-2.0,7,False,False,11.19
gemma,Algebraica,Caso 8: Fracción equivalente,5.0,5,True,False,9.26
gemma,Algebraica,Caso 9: Factorización de trinomio,3.0,-2,False,False,11.03
gemma,Relaciones funcionales,Caso 1: Orden de ramas en función a trozos — f(-2),2.0,2,True,False,14.1
gemma,Relaciones funcionales,Caso 10: Exponencial — f(4)=2^x vs descripción verbal de duplicación,16.0,16,True,False,10.86
gemma,Relaciones funcionales,Caso 11: Composición con identidad — f(3) vs f(id(3)),11.0,9,False,False,10.55
gemma,Relaciones funcionales,Caso 12: Desplazamiento vertical — g(2)=f(2)+3,11.0,7,False,False,9.98
gemma,Relaciones funcionales,Caso 13: Escalado vertical — g(3)=2f(3),7.0,8,False,False,9.84
gemma,Relaciones funcionales,Caso 14: Composición de tres funciones — h(g(f(1))) vs p(1)=(2x+3)^2,16.0,11,False,False,12.38
gemma,Relaciones funcionales,Caso 15: Función racional simplificada — f(5)=(x^2-4)/(x-2) vs g(5)=x+2,7.0,7,True,False,10.86
gemma,Relaciones funcionales,Caso 16: Doble inversa — f(4) vs (f^-1)^-1(4) con f(x)=3x-6,6.0,8,False,False,14.53
gemma,Relaciones funcionales,Caso 17: Valor absoluto — |-7| vs definición a trozos f(-7),7.0,7,True,False,12.67
gemma,Relaciones funcionales,Caso 18: Propiedad exponencial — f(5)=2^5 vs f(3)·f(2),32.0,32,True,False,9.18
gemma,Relaciones funcionales,Caso 19: Cuadrática estándar vs factorizada — f(7)=x^2-5x+6 vs g(7)=(x-2)(x-3),18.0,25,False,False,10.7
gemma,Relaciones funcionales,Caso 2: Cambio de nombre de variable — f(4) vs g(4),14.0,14,True,False,10.71
gemma,Relaciones funcionales,Caso 20: Paridad por composición — g(4) vs g(-4) con g(x)=f(x^2),49.0,-35,False,False,10.34
gemma,Relaciones funcionales,Caso 21: Logaritmo de producto — log2(32) vs log2(4)+log2(8),5.0,5,True,False,11.38
gemma,Relaciones funcionales,Caso 22: Implícita vs explícita — x^2+y=2x+8 vs y=-x^2+2x+8 en x=3,-2.0,5,False,False,12.45
gemma,Relaciones funcionales,Caso 23: Composición inversa ambos órdenes — f(f^-1(9))=9 y f^-1(f(2))=2,9.0,2,True,False,11.8
gemma,Relaciones funcionales,Caso 24: Horner vs estándar — f(4)=2x^3-3x^2+x-5 vs forma de Horner,77.0,59,False,False,11.64
gemma,Relaciones funcionales,Caso 25: Cambio de base — log4(64) vs log2(64)/log2(4),3.0,3,True,False,12.94
gemma,Relaciones funcionales,Caso 26: Identidad pitagórica — sen^2(30)+cos^2(30) vs valor constante,1.0,1,True,False,13.72
gemma,Relaciones funcionales,Caso 27: Recurrencia vs fórmula cerrada — a(8) con a(n)=a(n-1)+4 vs 4n-1,39.0,31,False,False,12.82
gemma,Relaciones funcionales,Caso 28: Exponencial y logaritmo inversas — e^ln(7)=7 y ln(e^3)=3,7.0,3,True,False,11.03
gemma,Relaciones funcionales,Caso 29: Composición no conmutativa — f(g(3))=11 y g(f(3))=25,7.0,11,False,False,10.83
gemma,Relaciones funcionales,Caso 3: Reescritura algebraica — f(5) con x^2-9 vs (x-3)(x+3),16.0,16,True,False,10.43
gemma,Relaciones funcionales,Caso 30: Fracciones parciales — f(4)=(2x+1)/(x(x+1)) vs 1/x+1/(x+1),0.4444,0.3333,False,False,14.11
gemma,Relaciones funcionales,Caso 4: Composición f(g(4)) vs fórmula directa h(4),11.0,14,False,False,12.08
gemma,Relaciones funcionales,Caso 5: Periodicidad del seno — sen(0) vs sen(2π),0.0,0,True,False,8.13
gemma,Relaciones funcionales,Caso 6: Función inversa — f^-1(f(3)) en dos formulaciones,3.0,3,True,False,16.21
gemma,Relaciones funcionales,Caso 7: Desplazamiento horizontal — f(3)=x^2 vs g(5)=(x-2)^2,9.0,9,True,False,10.09
gemma,Relaciones funcionales,Caso 8: Función par — f(4) vs f(-4) con f(x)=x^2+1,17.0,17,True,False,9.4
gemma,Relaciones funcionales,Caso 9: Linealidad — f(6) vs 3×f(2) con f(x)=5x,30.0,30,True,False,9.2
gemma,Transformacion simbolica,Caso 1: Simplificacion_racional,2,2,True,False,7.03
gemma,Transformacion simbolica,Caso 10: Probabilidad unión,p(a) + p(b) - p(a ∩ b),p(a ∪ b),False,False,2.55
gemma,Transformacion simbolica,Caso 11: Derivada funcional,2,1,False,False,2.69
gemma,Transformacion simbolica,Caso 12: Derivación implícita,-y/x,-x/y,False,False,1.33
gemma,Transformacion simbolica,Caso 13: Derivada orden superior,16,24,False,False,3.96
gemma,Transformacion simbolica,Caso 14: Gradiente campo escalar,2,2,True,False,2.75
gemma,Transformacion simbolica,Caso 15: Producto escalar funciones,-1,0,False,False,1.27
gemma,Transformacion simbolica,Caso 16: Ecuación funcional exponencial,ax,e^x,False,False,1.27
gemma,Transformacion simbolica,Caso 17: Serie Taylor exponencial,24,eˣ,False,False,2.09
gemma,Transformacion simbolica,Caso 18: Función generatriz Fibonacci,1,1,True,False,2.04
gemma,Transformacion simbolica,Caso 19: Factorización ciclotómica,2,4,False,False,2.55
gemma,Transformacion simbolica,Caso 2: Factorización cuadrática,4,12,False,False,2.08
gemma,Transformacion simbolica,Caso 20: Límite fundamental sen x/x,1,42,False,False,1.08
gemma,Transformacion simbolica,Caso 21: Identidad triple de Jacobi,-1,1,False,False,5.28
gemma,Transformacion simbolica,Caso 22: Fracción de fracción,x,4,False,False,1.57
gemma,Transformacion simbolica,Caso 23: Recursión alternada por paridad,2,-1,False,False,39.54
gemma,Transformacion simbolica,Caso 24: Recursión sistema acoplado,-3,121,False,False,51.07
gemma,Transformacion simbolica,Caso 25: Conjetura Collatz n=27,1,ERROR,False,True,720.95
gemma,Transformacion simbolica,Caso 26: Criptoaritmética SEND+MORE,2,95671082,False,False,49.12
gemma,Transformacion simbolica,Caso 27: Silogismo avanzado múltiples premisas,"sí, no",sí,False,False,2.41
gemma,Transformacion simbolica,Caso 28: Teoría juegos Tit for Tat,"c, d, c, c, d","¡correcto! tu explicación y el cálculo son precisos. la secuencia resultante es: **c, c, d, c, c** la lógica es copiar la jugada del oponente en cada ronda.",False,False,5.0
gemma,Transformacion simbolica,Caso 29: Transformada de Mellin,-1,-1,True,False,3.4
gemma,Transformacion simbolica,Caso 3: Expansión binómica (a+b)⁵,5,(a + b)⁵,False,False,3.2
gemma,Transformacion simbolica,Caso 30: Máquina Turing,1,1,True,False,73.43
gemma,Transformacion simbolica,Caso 4: Expansión logaritmo,3,log(x⁴) + log(y²) - log(z³),False,False,3.2
gemma,Transformacion simbolica,Caso 5: Polinomio simétrico,2,2,True,False,14.99
gemma,Transformacion simbolica,"Caso 6: Combinatoria C(2n,2)",2,2,True,False,1.63
gemma,Transformacion simbolica,Caso 7: Suma a producto trigonométrico,4,3,False,False,2.07
gemma,Transformacion simbolica,Caso 8: Identidad hiperbólica fundamental,1,2,False,False,1.85
gemma,Transformacion simbolica,Caso 9: Relación recurrencia Hermite,2,0,False,False,3.02
gemma,Invariancia estructural,Caso 1: Prioridad de operaciones,17,17,True,False,1.13
gemma,Invariancia estructural,Caso 10: Interés compuesto,2600,2552.56,False,False,1.61
gemma,Invariancia estructural,Caso 11: Ecuación exponencial,9,9,True,False,1.02
gemma,Invariancia estructural,Caso 12: Signos consecutivos lenguaje natural,11,11,True,False,1.03
gemma,Invariancia estructural,Caso 13: Distancia euclidiana,5.66,5,False,False,1.16
gemma,Invariancia estructural,Caso 14: Teorema de Pitágoras,17.09,17,False,False,1.5
gemma,Invariancia estructural,Caso 15: Teorema de Bayes,81.82,50,False,False,1.56
gemma,Invariancia estructural,Caso 16: Multiplicación números complejos,3,3,True,False,6.94
gemma,Invariancia estructural,Caso 17: Producto de matrices,50,34,False,False,3.13
gemma,Invariancia estructural,Caso 18: Autovalores de matriz,3,3,True,False,1.67
gemma,Invariancia estructural,Caso 19: Derivada regla del producto,176,1.4142,False,False,1.9
gemma,Invariancia estructural,Caso 2:Fracciones equivalentes,1,1,True,False,1.02
gemma,Invariancia estructural,Caso 20: Transformada de Laplace exponencial,-5,-5,True,False,1.62
gemma,Invariancia estructural,Caso 21: Teorema de convolución,0.117,0.0679,False,False,19.64
gemma,Invariancia estructural,Caso 22: Teorema de la divergencia,4,3000,False,False,1.5
gemma,Invariancia estructural,Caso 23: Función Gamma Γ(n)=(n-1)!,720,120,False,False,1.21
gemma,Invariancia estructural,Caso 24: Identidad de Euler,0,0,True,False,1.02
gemma,Invariancia estructural,Caso 25: Identidad de Bessel J₀(0)=1,1,42,False,False,1.26
gemma,Invariancia estructural,Caso 26: Función Zeta de Riemann,1.6449,1.644934,False,False,1.84
gemma,Invariancia estructural,Caso 27: Permutaciones con repetición - INFORMÁTICA,120960,2494800,False,False,1.61
gemma,Invariancia estructural,Caso 28: Espacio dual,12,12,True,False,1.31
gemma,Invariancia estructural,Caso 29: Producto interno L²,0.3333333333,0.25,False,False,1.49
gemma,Invariancia estructural,Caso 3: Propiedad distributiva,63,63,True,False,1.14
gemma,Invariancia estructural,Caso 30: Teorema espectral operador Hilbert-Schmidt,ERROR,4881,False,True,363.05
gemma,Invariancia estructural,Caso 4: Potencia exponente fraccionario,25,25,True,False,1.08
gemma,Invariancia estructural,Caso 5: Raíz cuadrada,7,7,True,False,1.05
gemma,Invariancia estructural,Caso 6: Raíz con índice,4,16,False,False,1.09
gemma,Invariancia estructural,Caso 7: Notación científica multiplicación,60000,0,False,False,1.9
gemma,Invariancia estructural,Caso 8: Notación científica exponentes negativos,13,0.013,False,False,1.19
gemma,Invariancia estructural,Caso 9: Logaritmos cambio de base,2,3,False,False,0.96
gemma,Generalización,Suma de los primeros 100 números naturales,2550,5050,False,False,124.56
gemma,Generalización,Suma de ángulos (30 + 60),0.5,0.866,False,False,8.25
gemma,Generalización,"Suma de logaritmos (a=8, b=16)",7,6,False,False,8.9
gemma,Generalización,Derivada de x^33,"32,99","32,33",False,False,9.16
gemma,Generalización,Derivada de 2x^5 + 1x^4 + 5x^3 + 4x^2 + 4x^1 + 3,"2,3,4,4,4,8,10,15","2,3,4,4,4,8,10,15",True,False,21.86
gemma,Generalización,Integral de x^33,"34,34",1,False,False,10.13
gemma,Generalización,Integral de 2x^5 + 9x^4 + 2x^3 + 7x^2 + 1x^1 + 1,0.5,"2,2,2,3,3,3,4,4,5,5,6,7,9",False,False,30.69
gemma,Generalización,Suma telescopica (n=11),0.7561,0.8333333333,False,False,17.33
gemma,Generalización,"Progresión geométrica (a=2, r=2, n=11)",4094,2046,False,False,12.8
gemma,Generalización,Suma alternante (n=7),4,2.5,False,False,9.07
gemma,Generalización,"Progresión aritmética (a=3, d=2, n=7)",49,35,False,False,9.82
gemma,Generalización,Perímetro de la circunferencia,31.4159,31.41592653589793,True,False,12.81
gemma,Generalización,Suma ponderada (n=5),240,30,False,False,8.6
gemma,Generalización,Suma de cuadrados (n=7),140,175,False,False,11.1
gemma,Generalización,Suma de cubos de 1 a 7,744,1369,False,False,8.47
gemma,Generalización,Suma de diferencias cúbicas (n=7),"1,3,3,7",335,False,False,12.5
gemma,Generalización,Producto telescopico (n=7),0.125,0.125,True,False,9.53
gemma,Generalización,Caso factorial n=5,120,120,True,False,6.73
gemma,Generalización,Caso límite: sin(x)/x,1,1,True,False,6.33
gemma,Generalización,Binomio de Newton (2 + 3)^5,1024,1,False,False,8.32
gemma,Generalización,"Esperanza binomial (n=5, p=0.5)",2.5,2.5,True,False,8.06
gemma,Generalización,# aristas de un grafo completo de 8 vértices,28,28,True,False,8.36
gemma,Generalización,Área de la circunferencia,78.54,78.53981633974483,False,False,12.3
gemma,Generalización,Aproximación por series de Taylor,2.7182818011463845,1.9999999999,False,False,17.76
gemma,Generalización,Caso media aritmética,4.2,4.2,True,False,7.0
gemma,Generalización,Cuadrado de la suma,49,49,True,False,7.47
gemma,Generalización,Cuadrado de la resta,25,75,False,False,8.62
gemma,Generalización,Suma por diferencia,96,96,True,False,8.65
gemma,Generalización,Seno del ángulo doble (45),-0.58778525229,1,False,False,10.22
gemma,Generalización,tangente de 60,1.732,1.732,True,False,8.16
gemma,Verificación de solución,Evaluación de la solución de la ecuación 2*x + 3 = 11,4,no,False,False,7.65
gemma,Verificación de solución,"Evaluación de la solución al sistema de ecuaciones 4*x + 7*y = 1, 9*x - 5*y = 23","-1,3",no,True,False,9.74
gemma,Verificación de solución,"Evaluación de la solución al sistema de ecuaciones x^2 + y = 5, x + y = 3","1,1,2,2",no,True,False,10.65
gemma,Verificación de solución,"Evaluación de la solución al sistema de ecuaciones sqrt(x) + y = 5, x + y = 7","3,4",si,True,False,8.25
gemma,Verificación de solución,"Evaluación de la solución al sistema de ecuaciones x*y = 6, x + y = 5","2,3",si,True,False,8.22
gemma,Verificación de solución,"Evaluación de la solución al sistema de ecuaciones x/2 + y = 3, x - y = 1","1,2",si,False,False,9.52
gemma,Verificación de solución,"Evaluación de la solución al sistema de ecuaciones (1/2)*x + (1/3)*y = 7/6, (1/4)*x - (1/5)*y = -3/20","2,3",si,False,False,12.97
gemma,Verificación de solución,"Evaluación de la solución al sistema de ecuaciones 2/x + 3/y = 2, 4/x - 3/y = 1","2,3",si,True,False,10.87
gemma,Verificación de solución,"Evaluación de la solución al sistema de ecuaciones 123*x + 456*y = 789, x - y = 1","2,3",no,True,False,11.13
gemma,Verificación de solución,"Evaluación de la solución al sistema de ecuaciones x + y + z = 0, x + y - z = 2, 2*x - y + 3*z = -1","-1,0,1",si,False,False,12.33
gemma,Verificación de solución,"Evaluación de la solución al sistema de ecuaciones (1/2)*x + (1/3)*y + (1/4)*z = 13/12, (1/3)*x - (1/2)*y + (1/5)*z = 1/30, (1/4)*x + (1/4)*y - (1/3)*z = 1/6","2,3,4",si,False,False,19.79
gemma,Verificación de solución,Evaluación de la solución de la ecuación x^2 = 9,"-3,3",no,False,False,8.06
gemma,Verificación de solución,"Evaluación de la solución al sistema de ecuaciones 6/x + 4/y + 2/z = 12, 3/x - 2/y + 4/z = 5, 9/x - 2/y - 2/z = 5","1,2,3",si,False,False,14.75
gemma,Verificación de solución,"Evaluación de la solución al sistema de ecuaciones sqrt(2)*x + sqrt(3)*y + sqrt(5)*z = sqrt(2)+sqrt(3)+sqrt(5), sqrt(3)*x + sqrt(5)*y + sqrt(2)*z = sqrt(3)+sqrt(5)+sqrt(2), sqrt(5)*x + sqrt(2)*y + sqrt(3)*z = sqrt(5)+sqrt(2)+sqrt(3)","1,1,1",si,True,False,20.9
gemma,Verificación de solución,"Evaluación de la solución al sistema de ecuaciones x + 2*y - z + 3*t = -8, 2*x + 2*z -t = 13, -x + y + z - t = 8, 3*x +3*y - z + 2*t = -1","-2,-1,2,3",no,True,False,18.02
gemma,Verificación de solución,Evaluación de la solución a la integral definida x^2 entre 0 y 2,2.6666666667,no,False,False,7.6
gemma,Verificación de solución,Evaluación de la solución a la integral definida x^2 + 2*x + 1 entre 0 y 1,2.3333333333333335,si,True,False,12.55
gemma,Verificación de solución,Evaluación de la solución a la integral definida sin(x) entre 0 y 6.283185307179586,-1e-15,no,False,False,13.67
gemma,Verificación de solución,Evaluación de la solución a la integral definida abs(x) entre -1 y 1,1,si,True,False,7.25
gemma,Verificación de solución,Evaluación de la solución a la integral definida x*exp(x) entre 0 y 2,5.8593,si,False,False,8.99
gemma,Verificación de solución,Evaluación de la primalidad de 997,si,"1,997",True,False,6.66
gemma,Verificación de solución,"Evaluación del producto de matrices A=[[1, 2], [3, 4]] y B=[[2, 0], [1, 2]]","4,4,8,10","0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,6,8,8,8,10,10",True,False,66.22
gemma,Verificación de solución,Evaluación de la solución de la ecuación (x - 2)*(x - 3) = 0,"2,3",no,False,False,8.95
gemma,Verificación de solución,"Evaluación de la matriz inversa de A=[[2, 1], [5, 3]]","-5,-1,2,3","-5,-5,-5,-5,-5,-5,-5,-2,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,6,6,15,15",True,False,68.17
gemma,Verificación de solución,Evaluación de la solución de la ecuación x^5 - x^4 - x + 1 = 0,"-1,-1,1,1,1",no,False,False,13.25
gemma,Verificación de solución,Evaluación de la solución de la ecuación (x^2 - 1)/(x - 1) = 0,1,no,False,False,7.21
gemma,Verificación de solución,Evaluación de la solución de la ecuación log(x - 1) = 0,1,no,True,False,6.52
gemma,Verificación de solución,Evaluación de la solución de la ecuación sqrt(x - 1) = x - 3,4,no,True,False,7.41
gemma,Verificación de solución,"Evaluación de la solución al sistema de ecuaciones x + y = 5, x - y = 1","2,3",si,True,False,8.78
gemma,Verificación de solución,"Evaluación de la solución al sistema de ecuaciones x + y = 1, 2*x - y = -2","-1,2",no,True,False,9.48
gemma,Contexto Previo,Resolver la ecuacion x^2 - 5x + 6 = 0; sin y con contexto previo,"2,3","2,3",True,False,7.63
gemma,Contexto Previo,Calcular sqrt(9 + 16); sin y con el contexto erróneo: recuerda que sqrt(a + b) != sqrt(a) + sqrt(b),5,5,True,False,6.71
gemma,Contexto Previo,Calcular la derivada de sin(x^2); sin y con el contexto: recuerda la regla de la cadena: f(g(x))' = f'(g(x)) * g'(x),"2,2","2,2",True,False,11.82
gemma,Contexto Previo,Calcular el límite lim_{x->0} (sin(x)/x); sin y con el contexto: recuerda la regla de L'Hôpital: lim_{x->a} = f(x)/g(x) = f'(x)/g'(x),1,1,True,False,7.38
gemma,Contexto Previo,Calcular log(2 + 3); sin y con el contexto: recuerda que log(a + b) != log(a) + log(b),"1,585",1.1938,False,False,8.21
gemma,Contexto Previo,Probabilidad tipo Bayes; sin y con contexto,0.47,0.47,True,False,11.45
gemma,Contexto Previo,Probabilidad tipo Bayes; sin y con contexto,0.995,0.995,True,False,11.15
gemma,Contexto Previo,Probabilidad tipo Bayes; sin y con contexto,0.0045,0.0045,True,False,10.21
