modelo,tipo_relacion,caso,resultado_base,resultado_transformado,cumple_mr,error_tecnico,tiempo_segundos
deepseek,Algebraica,Caso 1: Diferencia de cuadrados (a = 0),x = a x = -a,x = a x = -a,True,False,6.77
deepseek,Algebraica,Caso 10: Cancelación con parámetro (a = 2),2,2,True,False,38.72
deepseek,Algebraica,Caso 10: Cancelación con parámetro (a = -1),ERROR,0,False,True,387.8
deepseek,Algebraica,Caso 11: Asociativa suma ((x+2)+5=12 vs x+(2+5)=12),5,5,True,False,19.23
deepseek,Algebraica,Caso 12: Conmutativa ecuación (3x+7=22 vs 7+3x=22),5,5,True,False,10.83
deepseek,Algebraica,Caso 13: Traslado términos (5x-3=2x+9 vs 5x-2x=9+3),4,4,True,False,21.44
deepseek,Algebraica,Caso 14: Multiplicar ambos lados (x/3=4 vs x=4*3),12,12,True,False,11.38
deepseek,Algebraica,Caso 15: Cuadrática completar cuadrado (x^2+6x+5=0 vs (x+3)^2=4),-1,1,False,False,53.71
deepseek,Algebraica,Caso 16: Sistema sustitución vs eliminación (x+y=10 y x-y=4),7,7,True,False,9.15
deepseek,Algebraica,Caso 17: Ecuación fracciones vs entera (x/2+x/3=5 vs 3x+2x=30),6,6,True,False,20.07
deepseek,Algebraica,Caso 18: Inecuación reescrita (4x-3>2x+7 vs 2x>10),-3,6,False,False,14.09
deepseek,Algebraica,Caso 19: Ecuación racional con denominador común,2,2,True,False,19.79
deepseek,Algebraica,Caso 2: Distribución con excepción (a = 2),ERROR,2,False,True,380.54
deepseek,Algebraica,Caso 2: Distribución con excepción (a = 0),NO_SOLUTION,NO_SOLUTION,True,False,26.4
deepseek,Algebraica,Caso 20: Suma de fracciones,12,12,True,False,22.02
deepseek,Algebraica,Caso 21: Ecuación con valor absoluto,-2,-2,True,False,11.32
deepseek,Algebraica,Caso 22: Fórmula general vs raíz cuadrada (c = 9),3,3,True,False,30.05
deepseek,Algebraica,Caso 22: Fórmula general vs raíz cuadrada (c = 25),5,5,True,False,30.32
deepseek,Algebraica,Caso 22: Fórmula general vs raíz cuadrada (c = 49),7,7,True,False,31.44
deepseek,Algebraica,Caso 23: Distributiva — 3(x+4)=21 vs 3x+12=21,5,3,False,False,11.13
deepseek,Algebraica,Caso 23: Distributiva — 5(x+2)=30 vs 5x+10=30,4,4,True,False,9.53
deepseek,Algebraica,Caso 23: Distributiva — 2(x+7)=20 vs 2x+14=20,3,3,True,False,8.86
deepseek,Algebraica,Caso 24: Traslado de términos — 4x+6=22 vs 4x=16,4,4,True,False,8.79
deepseek,Algebraica,Caso 24: Traslado de términos — 3x+9=24 vs 3x=15,5,5,True,False,6.5
deepseek,Algebraica,Caso 24: Traslado de términos — 7x+5=33 vs 7x=28,4,4,True,False,10.2
deepseek,Algebraica,Caso 25: Variable en ambos lados — 7x=3x+12 vs 4x=12,3,3,True,False,10.35
deepseek,Algebraica,Caso 25: Variable en ambos lados — 9x=4x+20 vs 5x=20,4,4,True,False,10.61
deepseek,Algebraica,Caso 25: Variable en ambos lados — 6x=2x+16 vs 4x=16,4,4,True,False,8.96
deepseek,Algebraica,"Caso 26: Cuadrado de binomio — (x+2)^2=25 vs expandida, solución mayor",3,3,True,False,57.38
deepseek,Algebraica,"Caso 26: Cuadrado de binomio — (x+1)^2=16 vs expandida, solución mayor",3,3,True,False,42.44
deepseek,Algebraica,"Caso 26: Cuadrado de binomio — (x+3)^2=36 vs expandida, solución mayor",3,3,True,False,59.91
deepseek,Algebraica,Caso 27: Sistema escalado por k=2 — solución de x invariante,4,4,True,False,8.46
deepseek,Algebraica,Caso 27: Sistema escalado por k=3 — solución de x invariante,4,4,True,False,8.11
deepseek,Algebraica,Caso 27: Sistema escalado por k=5 — solución de x invariante,4,4,True,False,8.22
deepseek,Algebraica,Caso 28: Fracciones con MCM — x/4=6/3 vs 3x=24,2,8,False,False,17.47
deepseek,Algebraica,Caso 28: Fracciones con MCM — x/2=10/5 vs 5x=20,4,4,True,False,8.53
deepseek,Algebraica,Caso 28: Fracciones con MCM — x/6=9/2 vs 2x=54,27,27,True,False,7.14
deepseek,Algebraica,Caso 29: Inecuación escalada por k=2 — x>3 vs 2x>6,4,4,True,False,13.55
deepseek,Algebraica,Caso 29: Inecuación escalada por k=5 — x>3 vs 5x>15,4,4,True,False,13.39
deepseek,Algebraica,Caso 29: Inecuación escalada por k=10 — x>3 vs 10x>30,4,4,True,False,13.87
deepseek,Algebraica,Caso 3: Factor común con excepción (a = 5),NO_SOLUTION,NO_SOLUTION,True,False,82.53
deepseek,Algebraica,Caso 3: Factor común con excepción (a = 3),R,R,True,False,41.14
deepseek,Algebraica,"Caso 30: Sustitución de variable — x^2=25 vs t^2=25, solución positiva",25,5,False,False,7.33
deepseek,Algebraica,"Caso 30: Sustitución de variable — x^2=64 vs t^2=64, solución positiva",8,8,True,False,17.37
deepseek,Algebraica,"Caso 30: Sustitución de variable — x^2=121 vs t^2=121, solución positiva",11,11,True,False,18.39
deepseek,Algebraica,Caso 4: Distributiva básica,4,4,True,False,7.01
deepseek,Algebraica,Caso 5: Distributiva con signo negativo,1,-1,False,False,19.59
deepseek,Algebraica,Caso 6: Cuadrado de binomio,-5,-3,False,False,8.97
deepseek,Algebraica,Caso 7: Diferencia de cuadrados no nula,-7,-7,True,False,9.46
deepseek,Algebraica,Caso 8: Fracción equivalente,5,5,True,False,6.84
deepseek,Algebraica,Caso 9: Factorización de trinomio,3,-2,False,False,7.82
deepseek,Relaciones funcionales,Caso 1: Orden de ramas en función a trozos — f(-2),2,2,True,False,11.56
deepseek,Relaciones funcionales,Caso 10: Exponencial — f(4)=2^x vs descripción verbal de duplicación,16,4,False,False,7.99
deepseek,Relaciones funcionales,Caso 11: Composición con identidad — f(3) vs f(id(3)),11,11,True,False,13.16
deepseek,Relaciones funcionales,Caso 12: Desplazamiento vertical — g(2)=f(2)+3,7,7,True,False,16.88
deepseek,Relaciones funcionales,Caso 13: Escalado vertical — g(3)=2f(3),8,8,True,False,13.15
deepseek,Relaciones funcionales,Caso 14: Composición de tres funciones — h(g(f(1))) vs p(1)=(2x+3)^2,25,25,True,False,16.52
deepseek,Relaciones funcionales,Caso 15: Función racional simplificada — f(5)=(x^2-4)/(x-2) vs g(5)=x+2,7,7,True,False,13.55
deepseek,Relaciones funcionales,Caso 16: Doble inversa — f(4) vs (f^-1)^-1(4) con f(x)=3x-6,6,6,True,False,12.63
deepseek,Relaciones funcionales,Caso 17: Valor absoluto — |-7| vs definición a trozos f(-7),7,7,True,False,9.68
deepseek,Relaciones funcionales,Caso 18: Propiedad exponencial — f(5)=2^5 vs f(3)·f(2),32,16,False,False,7.42
deepseek,Relaciones funcionales,Caso 19: Cuadrática estándar vs factorizada — f(7)=x^2-5x+6 vs g(7)=(x-2)(x-3),20,20,True,False,14.8
deepseek,Relaciones funcionales,Caso 2: Cambio de nombre de variable — f(4) vs g(4),14,14,True,False,11.99
deepseek,Relaciones funcionales,Caso 20: Paridad por composición — g(4) vs g(-4) con g(x)=f(x^2),49,49,True,False,15.47
deepseek,Relaciones funcionales,Caso 21: Logaritmo de producto — log2(32) vs log2(4)+log2(8),5,5,True,False,19.36
deepseek,Relaciones funcionales,Caso 22: Implícita vs explícita — x^2+y=2x+8 vs y=-x^2+2x+8 en x=3,5,5,True,False,17.86
deepseek,Relaciones funcionales,Caso 23: Composición inversa ambos órdenes — f(f^-1(9))=9 y f^-1(f(2))=2,9,2,True,False,8.09
deepseek,Relaciones funcionales,Caso 24: Horner vs estándar — f(4)=2x^3-3x^2+x-5 vs forma de Horner,79,79,True,False,34.59
deepseek,Relaciones funcionales,Caso 25: Cambio de base — log4(64) vs log2(64)/log2(4),3,3,True,False,15.32
deepseek,Relaciones funcionales,Caso 26: Identidad pitagórica — sen^2(30)+cos^2(30) vs valor constante,1,1,True,False,10.17
deepseek,Relaciones funcionales,Caso 27: Recurrencia vs fórmula cerrada — a(8) con a(n)=a(n-1)+4 vs 4n-1,31,31,True,False,61.52
deepseek,Relaciones funcionales,Caso 28: Exponencial y logaritmo inversas — e^ln(7)=7 y ln(e^3)=3,7,3,True,False,12.81
deepseek,Relaciones funcionales,Caso 29: Composición no conmutativa — f(g(3))=11 y g(f(3))=25,11,15,False,False,10.37
deepseek,Relaciones funcionales,Caso 3: Reescritura algebraica — f(5) con x^2-9 vs (x-3)(x+3),16,16,True,False,12.36
deepseek,Relaciones funcionales,Caso 30: Fracciones parciales — f(4)=(2x+1)/(x(x+1)) vs 1/x+1/(x+1),0.45,0.2,False,False,23.31
deepseek,Relaciones funcionales,Caso 4: Composición f(g(4)) vs fórmula directa h(4),14,14,True,False,10.15
deepseek,Relaciones funcionales,Caso 5: Periodicidad del seno — sen(0) vs sen(2π),0,0,True,False,4.2
deepseek,Relaciones funcionales,Caso 6: Función inversa — f^-1(f(3)) en dos formulaciones,3,3,True,False,18.12
deepseek,Relaciones funcionales,Caso 7: Desplazamiento horizontal — f(3)=x^2 vs g(5)=(x-2)^2,9,9,True,False,9.41
deepseek,Relaciones funcionales,Caso 8: Función par — f(4) vs f(-4) con f(x)=x^2+1,17,17,True,False,10.72
deepseek,Relaciones funcionales,Caso 9: Linealidad — f(6) vs 3×f(2) con f(x)=5x,30,15,False,False,6.5
