modelo,tipo_relacion,caso,resultado_base,resultado_transformado,cumple_mr,error_tecnico,tiempo_segundos
gemma,Aritmética,Caso 29: Cascada de potencias con múltiples bases ((2^3×3^2×5^1)/(2^1×3^3×5^2) vs (8×9×5)/(2×27×25)),0.0666666667,0.4,False,False,12.94
gemma,Aritmética,Caso 3: Asociatividad suma ((2+3)+4 vs 2+(3+4)),9,9,True,False,8.65
gemma,Aritmética,"Caso 30: Expresión con combinatorios, factoriales y potencias (C(6,3)×3!×2^3 / (6!/3!) vs (20×6×8)/120)",144,80,False,False,15.69
gemma,Aritmética,Caso 4: Asociatividad multiplicación ((2×3)×4 vs 2×(3×4)),24,24,True,False,8.85
gemma,Aritmética,Caso 5: Distributiva suma (3×6+3×4 vs 3×(6+4)),30,30,True,False,9.62
gemma,Aritmética,Caso 6: Elemento neutro suma (15+0 vs 15),15,15,True,False,7.94
gemma,Aritmética,Caso 7: Suma telescópica vs resultado directo (1/(1×2)+1/(2×3)+1/(3×4)+1/(4×5) vs 4/5),1,0.8,False,False,10.66
gemma,Aritmética,Caso 8: Media ponderada vs expresión directa ((3×7 + 5×3 + 2×10) / (3+5+2) vs 56/10),6,5.6,False,False,10.64
gemma,Aritmética,Caso 9: Suma progresión aritmética directa vs fórmula (3+7+11+15+19 vs 5×(3+19)/2),45,17.5,False,False,11.64
gemma,Algebraica,Caso 1: Diferencia de cuadrados (a = 4),-4,2,False,False,12.67
gemma,Algebraica,Caso 1: Diferencia de cuadrados (a = 0),0,0,True,False,9.55
gemma,Algebraica,Caso 10: Cancelación con parámetro (a = 2),2,1,False,False,11.06
gemma,Algebraica,Caso 10: Cancelación con parámetro (a = -1),1,0,False,False,10.27
gemma,Algebraica,Caso 11: Asociativa suma ((x+2)+5=12 vs x+(2+5)=12),5,7,False,False,9.93
gemma,Algebraica,Caso 12: Conmutativa ecuación (3x+7=22 vs 7+3x=22),3,4,False,False,8.91
gemma,Algebraica,Caso 13: Traslado términos (5x-3=2x+9 vs 5x-2x=9+3),3,4,False,False,11.02
gemma,Algebraica,Caso 14: Multiplicar ambos lados (x/3=4 vs x=4*3),12,12,True,False,8.73
gemma,Algebraica,Caso 15: Cuadrática completar cuadrado (x^2+6x+5=0 vs (x+3)^2=4),-1,-1,True,False,12.42
gemma,Algebraica,Caso 16: Sistema sustitución vs eliminación (x+y=10 y x-y=4),7,7,True,False,13.57
gemma,Algebraica,Caso 17: Ecuación fracciones vs entera (x/2+x/3=5 vs 3x+2x=30),6,10,False,False,9.65
gemma,Algebraica,Caso 18: Inecuación reescrita (4x-3>2x+7 vs 2x>10),3,6,False,False,12.43
gemma,Algebraica,Caso 19: Ecuación racional con denominador común,2,2,True,False,9.67
gemma,Algebraica,Caso 2: Distribución con excepción (a = 2),-2,2,False,False,10.32
gemma,Algebraica,Caso 2: Distribución con excepción (a = 0),2,NO_SOLUTION,False,False,10.28
gemma,Algebraica,Caso 20: Suma de fracciones,6,18,False,False,10.28
gemma,Algebraica,Caso 21: Ecuación con valor absoluto,-2,-2,True,False,11.7
gemma,Algebraica,Caso 22: Fórmula general vs raíz cuadrada (c = 9),3,3,True,False,10.25
gemma,Algebraica,Caso 22: Fórmula general vs raíz cuadrada (c = 25),5,5,True,False,9.89
gemma,Algebraica,Caso 22: Fórmula general vs raíz cuadrada (c = 49),7,7,True,False,10.15
gemma,Algebraica,Caso 23: Distributiva — 3(x+4)=21 vs 3x+12=21,3,3,True,False,9.39
gemma,Algebraica,Caso 23: Distributiva — 5(x+2)=30 vs 5x+10=30,4,4,True,False,8.83
gemma,Algebraica,Caso 23: Distributiva — 2(x+7)=20 vs 2x+14=20,3,3,True,False,9.02
gemma,Algebraica,Caso 24: Traslado de términos — 4x+6=22 vs 4x=16,4,4,True,False,8.39
gemma,Algebraica,Caso 24: Traslado de términos — 3x+9=24 vs 3x=15,5,5,True,False,8.19
gemma,Algebraica,Caso 24: Traslado de términos — 7x+5=33 vs 7x=28,4,4,True,False,8.09
gemma,Algebraica,Caso 25: Variable en ambos lados — 7x=3x+12 vs 4x=12,3,3,True,False,8.24
gemma,Algebraica,Caso 25: Variable en ambos lados — 9x=4x+20 vs 5x=20,4,4,True,False,8.61
gemma,Algebraica,Caso 25: Variable en ambos lados — 6x=2x+16 vs 4x=16,4,4,True,False,8.51
gemma,Algebraica,"Caso 26: Cuadrado de binomio — (x+2)^2=25 vs expandida, solución mayor",3,-3,False,False,11.57
gemma,Algebraica,"Caso 26: Cuadrado de binomio — (x+1)^2=16 vs expandida, solución mayor",3,3,True,False,11.02
gemma,Algebraica,"Caso 26: Cuadrado de binomio — (x+3)^2=36 vs expandida, solución mayor",3,-3,False,False,11.11
gemma,Algebraica,Caso 27: Sistema escalado por k=2 — solución de x invariante,4,4,True,False,12.5
gemma,Algebraica,Caso 27: Sistema escalado por k=3 — solución de x invariante,4,3,False,False,12.46
gemma,Algebraica,Caso 27: Sistema escalado por k=5 — solución de x invariante,4,5,False,False,12.41
gemma,Algebraica,Caso 28: Fracciones con MCM — x/4=6/3 vs 3x=24,8,8,True,False,9.05
gemma,Algebraica,Caso 28: Fracciones con MCM — x/2=10/5 vs 5x=20,4,4,True,False,8.93
gemma,Algebraica,Caso 28: Fracciones con MCM — x/6=9/2 vs 2x=54,27,27,True,False,9.34
gemma,Algebraica,Caso 29: Inecuación escalada por k=2 — x>3 vs 2x>6,4,3,False,False,11.28
gemma,Algebraica,Caso 29: Inecuación escalada por k=5 — x>3 vs 5x>15,4,4,True,False,10.84
gemma,Algebraica,Caso 29: Inecuación escalada por k=10 — x>3 vs 10x>30,4,4,True,False,10.93
gemma,Algebraica,Caso 3: Factor común con excepción (a = 5),-1.5,-3,False,False,13.99
gemma,Algebraica,Caso 3: Factor común con excepción (a = 3),-0.5,NO_SOLUTION,False,False,13.94
gemma,Algebraica,"Caso 30: Sustitución de variable — x^2=25 vs t^2=25, solución positiva",5,5,True,False,10.62
gemma,Algebraica,"Caso 30: Sustitución de variable — x^2=64 vs t^2=64, solución positiva",8,8,True,False,10.13
gemma,Algebraica,"Caso 30: Sustitución de variable — x^2=121 vs t^2=121, solución positiva",11,11,True,False,10.7
gemma,Algebraica,Caso 4: Distributiva básica,4,4,True,False,8.83
gemma,Algebraica,Caso 5: Distributiva con signo negativo,1,1,True,False,8.64
gemma,Algebraica,Caso 6: Cuadrado de binomio,1,-1,False,False,11.0
gemma,Algebraica,Caso 7: Diferencia de cuadrados no nula,-2,7,False,False,11.19
gemma,Algebraica,Caso 8: Fracción equivalente,5,5,True,False,9.26
gemma,Algebraica,Caso 9: Factorización de trinomio,3,-2,False,False,11.03
gemma,Relaciones funcionales,Caso 1: Orden de ramas en función a trozos — f(-2),2,2,True,False,14.1
gemma,Relaciones funcionales,Caso 10: Exponencial — f(4)=2^x vs descripción verbal de duplicación,16,16,True,False,10.86
gemma,Relaciones funcionales,Caso 11: Composición con identidad — f(3) vs f(id(3)),11,9,False,False,10.55
gemma,Relaciones funcionales,Caso 12: Desplazamiento vertical — g(2)=f(2)+3,11,7,False,False,9.98
gemma,Relaciones funcionales,Caso 13: Escalado vertical — g(3)=2f(3),7,8,False,False,9.84
gemma,Relaciones funcionales,Caso 14: Composición de tres funciones — h(g(f(1))) vs p(1)=(2x+3)^2,16,11,False,False,12.38
gemma,Relaciones funcionales,Caso 15: Función racional simplificada — f(5)=(x^2-4)/(x-2) vs g(5)=x+2,7,7,True,False,10.86
gemma,Relaciones funcionales,Caso 16: Doble inversa — f(4) vs (f^-1)^-1(4) con f(x)=3x-6,6,8,False,False,14.53
gemma,Relaciones funcionales,Caso 17: Valor absoluto — |-7| vs definición a trozos f(-7),7,7,True,False,12.67
gemma,Relaciones funcionales,Caso 18: Propiedad exponencial — f(5)=2^5 vs f(3)·f(2),32,32,True,False,9.18
gemma,Relaciones funcionales,Caso 19: Cuadrática estándar vs factorizada — f(7)=x^2-5x+6 vs g(7)=(x-2)(x-3),18,25,False,False,10.7
gemma,Relaciones funcionales,Caso 2: Cambio de nombre de variable — f(4) vs g(4),14,14,True,False,10.71
gemma,Relaciones funcionales,Caso 20: Paridad por composición — g(4) vs g(-4) con g(x)=f(x^2),49,-35,False,False,10.34
gemma,Relaciones funcionales,Caso 21: Logaritmo de producto — log2(32) vs log2(4)+log2(8),5,5,True,False,11.38
gemma,Relaciones funcionales,Caso 22: Implícita vs explícita — x^2+y=2x+8 vs y=-x^2+2x+8 en x=3,-2,5,False,False,12.45
gemma,Relaciones funcionales,Caso 23: Composición inversa ambos órdenes — f(f^-1(9))=9 y f^-1(f(2))=2,9,2,True,False,11.8
gemma,Relaciones funcionales,Caso 24: Horner vs estándar — f(4)=2x^3-3x^2+x-5 vs forma de Horner,77,59,False,False,11.64
gemma,Relaciones funcionales,Caso 25: Cambio de base — log4(64) vs log2(64)/log2(4),3,3,True,False,12.94
gemma,Relaciones funcionales,Caso 26: Identidad pitagórica — sen^2(30)+cos^2(30) vs valor constante,1,1,True,False,13.72
gemma,Relaciones funcionales,Caso 27: Recurrencia vs fórmula cerrada — a(8) con a(n)=a(n-1)+4 vs 4n-1,39,31,False,False,12.82
gemma,Relaciones funcionales,Caso 28: Exponencial y logaritmo inversas — e^ln(7)=7 y ln(e^3)=3,7,3,True,False,11.03
gemma,Relaciones funcionales,Caso 29: Composición no conmutativa — f(g(3))=11 y g(f(3))=25,7,11,False,False,10.83
gemma,Relaciones funcionales,Caso 3: Reescritura algebraica — f(5) con x^2-9 vs (x-3)(x+3),16,16,True,False,10.43
gemma,Relaciones funcionales,Caso 30: Fracciones parciales — f(4)=(2x+1)/(x(x+1)) vs 1/x+1/(x+1),0.4444,0.3333,False,False,14.11
gemma,Relaciones funcionales,Caso 4: Composición f(g(4)) vs fórmula directa h(4),11,14,False,False,12.08
gemma,Relaciones funcionales,Caso 5: Periodicidad del seno — sen(0) vs sen(2π),0,0,True,False,8.13
gemma,Relaciones funcionales,Caso 6: Función inversa — f^-1(f(3)) en dos formulaciones,3,3,True,False,16.21
gemma,Relaciones funcionales,Caso 7: Desplazamiento horizontal — f(3)=x^2 vs g(5)=(x-2)^2,9,9,True,False,10.09
gemma,Relaciones funcionales,Caso 8: Función par — f(4) vs f(-4) con f(x)=x^2+1,17,17,True,False,9.4
gemma,Relaciones funcionales,Caso 9: Linealidad — f(6) vs 3×f(2) con f(x)=5x,30,30,True,False,9.2
