modelo,tipo_relacion,caso,resultado_base,resultado_transformado,cumple_mr,error_tecnico,tiempo_segundos
deepseek,Invariancia estructural,Caso 27: Permutaciones con repetición - INFORMÁTICA,40320,48620,False,False,0.8
deepseek,Invariancia estructural,Caso 28: Espacio dual,6,12,False,False,0.64
deepseek,Invariancia estructural,Caso 29: Producto interno L²,0.1667,0.25,False,False,0.91
deepseek,Invariancia estructural,Caso 3: Propiedad distributiva,33,63,False,False,0.87
deepseek,Invariancia estructural,Caso 30: Teorema espectral operador Hilbert-Schmidt,0.7854,0.1987,False,False,1.32
deepseek,Invariancia estructural,Caso 4: Potencia exponente fraccionario,125,25,False,False,0.61
deepseek,Invariancia estructural,Caso 5: Raíz cuadrada,4,7,False,False,0.49
deepseek,Invariancia estructural,Caso 6: Raíz con índice,4,4,True,False,0.5
deepseek,Invariancia estructural,Caso 7: Notación científica multiplicación,2,0,False,False,5.86
deepseek,Invariancia estructural,Caso 8: Notación científica exponentes negativos,0.013,0.013,True,False,0.81
deepseek,Invariancia estructural,Caso 9: Logaritmos cambio de base,3,4,False,False,0.5
