modelo,tipo_relacion,caso,resultado_base,resultado_transformado,cumple_mr,error_tecnico,tiempo_segundos
chatgpt,Invariancia estructural,Caso 15: Teorema de Bayes,4.8,4.76,False,False,68.91
chatgpt,Invariancia estructural,Caso 16: Multiplicación números complejos,-3,-3,True,False,25.19
chatgpt,Invariancia estructural,Caso 17: Producto de matrices,50,ERROR,False,True,374.88
chatgpt,Invariancia estructural,Caso 18: Autovalores de matriz,1,3,False,False,15.13
chatgpt,Invariancia estructural,Caso 19: Derivada regla del producto,ERROR,ERROR,False,True,724.14
chatgpt,Invariancia estructural,Caso 2:Fracciones equivalentes,1,1,True,False,9.12
chatgpt,Invariancia estructural,Caso 20: Transformada de Laplace exponencial,-5,-5,True,False,11.9
chatgpt,Invariancia estructural,Caso 21: Teorema de convolución,0.117,0.117,True,False,34.73
chatgpt,Invariancia estructural,Caso 22: Teorema de la divergencia,12.566370614359172,12566.370614359172,False,False,42.08
chatgpt,Invariancia estructural,Caso 23: Función Gamma Γ(n)=(n-1)!,120,120,True,False,8.38
chatgpt,Invariancia estructural,Caso 24: Identidad de Euler,0,0,True,False,7.77
chatgpt,Invariancia estructural,Caso 25: Identidad de Bessel J₀(0)=1,1,1,True,False,14.85
chatgpt,Invariancia estructural,Caso 26: Función Zeta de Riemann,1.6449,1.6449340668482264,False,False,13.19
chatgpt,Invariancia estructural,Caso 27: Permutaciones con repetición - INFORMÁTICA,9979200,9979200,True,False,21.24
chatgpt,Invariancia estructural,Caso 28: Espacio dual,12,12,True,False,9.85
chatgpt,Invariancia estructural,Caso 29: Producto interno L²,0.25,0.25,True,False,16.83
chatgpt,Invariancia estructural,Caso 3: Propiedad distributiva,63,63,True,False,8.18
chatgpt,Invariancia estructural,Caso 30: Teorema espectral operador Hilbert-Schmidt,0.5,0.5,True,False,173.77
chatgpt,Invariancia estructural,Caso 4: Potencia exponente fraccionario,25,25,True,False,9.37
chatgpt,Invariancia estructural,Caso 5: Raíz cuadrada,7,7,True,False,7.97
chatgpt,Invariancia estructural,Caso 6: Raíz con índice,4,4,True,False,10.87
chatgpt,Invariancia estructural,Caso 7: Notación científica multiplicación,60000000000,0,False,False,16.04
chatgpt,Invariancia estructural,Caso 8: Notación científica exponentes negativos,0.013,0.013,True,False,11.79
chatgpt,Invariancia estructural,Caso 9: Logaritmos cambio de base,2,2,True,False,10.99
